⍨ |,german,english,hungarian,type,date,score,labels,notes
h,einbilden + sich (D),"to fancy sth., to imagine sth.",beképzelni,verb,2014-08-31,5,,
h,"einbringen, einbrachte, eingebracht","to insert, to introduce","bevinni (pl ötletet, elvont)",verb,2014-05-07,5,,
h,eincremen,to cream,bekrémezni,verb,2014-05-01,5,,
s,"einfallen, einfiel, eingefallen, einfällst, einfällt + (D)",to come to mind; to remember,eszébe jut,verb,2014-08-31,5,,
h,einführen,to introduce,bevezetni,verb,2014-05-07,5,,
h,einhalten,to adhere to sth; to comply with sth,betartani,verb,2014-08-31,5,,
h,einholen,to overtake sb./sth.,utolérni vkit,verb,2015-03-04,5,,
s,einig sein,"to agree in sth, to have the same opinion on sth","egyetérteni vmiben, egy véleményen lenni",verb,2014-10-11,5,,
s,einigen,to agree,megegyezni,verb,2014-10-11,5,,
h,einkleiden,"to clothe, to buy/need new clothes",ruhatár lecserélése,verb,2014-08-06,5,,
h/s,"einlaufen, einlief, eingelaufen, einläufst, einläuft",to schrink,összemegy,verb,2014-05-07,5,,
h,"einlesen, einlas, eingelesen",to read in (data); to input,beolvasni (adatot),verb,2014-05-18,5,,
h,"einnehmen, einnahm, eingenommen, einnimmst, einnimmt",to conquer; to take (food or medicine),bevenni,verb,2014-05-07,5,,
h,einpacken,"to wrap up, to pack up",bepakolni,verb,2014-05-07,5,,
s,einreisen,to enter a country,beutazni,verb,2014-05-07,5,,
h,einrichten,to furnish; to arrange,bebútorozni,verb,2014-05-08,5,,
s,einrosten,to rust,berozsdásodni,verb,2014-08-02,5,,
h,einsammeln + (A),to pick up sb,felvenni vkit (fiz.),verb,2015-02-07,5,,
h,einschätzen,"to estimate, to assess","értékelni vkit, kiértékelni vkit; megsaccolni, megtippelni",verb,2014-08-24,5,,
s,einschlafen,"to sleep in, to sleep late",elaludni (nem felkelni időben),verb,2014-05-11,5,,
h,einschläfern,to lull,elaltatni (állatot),verb,2015-02-15,5,,
h,"einschließen, einschloss, eingeschlossen",to lock up; to involve; to include; to enclose,bezárni (vmit vhova),verb,2015-05-01,5,,
h,einschreiben + sich (A),to register oneself (for university),beiratkozni,verb,2015-05-01,5,,
h,"einsehen, einsah, eingesehen, einsiehst, einsieht",to realize,belátni,verb,2015-05-01,5,,
h,einsetzen,to deploy sb/sth; to apply sb/sth,használni; bevetni,verb,2014-08-24,5,,
h,einstecken,to plug in,bedugni,verb,2014-05-05,5,,
h,einstecken,to stick in one's pocket; to plug in,"zsebrevágni; bedugni (kábelt, konnektort)",verb,2014-05-09,5,,
h,einstellen,to hire; to adjust,felvenni vkit; feltölteni,verb,2015-02-09,5,,
s,"eintreffen, eintraf, eingetroffen, eintriffst, eintrifft",to arrive,megérkezni,verb,2015-05-01,5,,
s,"eintreten, eintrat, eingetreten, eintrittst, eintritt",to enter,belépni,verb,2014-05-07,5,,
s,"einverstanden sein, bin, bist, ist, sein, seid, sein, war, gewesen",to agree,"beleegyezni, egyetérteni",verb,2014-06-06,5,,
h/s,"einziehen, einzog, eingezogen",to move in,beköltözni,verb,2014-05-24,5,,
h,"empfangen, empfing, empfangen"," to receive; to greet, to welcome",fogadni (nem sport),verb,2014-05-01,5,,
h,"empfinden, empfand, empfunden",to feel,vhogy érezni,verb,2014-05-18,5,,
h,engagieren + sich (A),to be committed,valaminek szenteli magát,verb,2014-09-10,5,,
h,entfernen,to remove,elvinni; eltüntetni; levenni (listáról),verb,2014-05-10,5,,
h,entfernen + sich (A),"to leave, to go off",eltünni; lelépni,verb,2014-05-10,5,,
s,"entfliehen, entfloh, entflohen",to escape,"elszökni, megszökni",verb,2014-05-07,5,,
h,entlassen,"to lay off, to fire; to release sb (from an institute)",kirúgni; kiengedni (intézményből),verb,2014-10-09,5,,
h,entlasten,"to relieve, to ease; to exonerate",levenni; tehermentesíteni,verb,2014-05-07,5,,
s,"entlaufen, entlief, entlaufen, entläufst, entläuft",to run away,elszaladni,verb,2014-05-07,5,,
h,"entnehmen, entnahm, entnommen, entnimmst, entnimmt",to take from,elvenni vmit vmiből,verb,2014-05-07,5,,
h,"entscheiden, entschied, entschieden",to decide sth,dönteni vmiről,verb,2014-05-01,5,,
h,"entscheiden, entschied, entschieden",to decide,eldönteni,verb,2014-10-09,5,,
h,"entscheiden, entschied, entschieden + sich (A)",to decide,"dönteni, döntést hozni",verb,2014-05-01,5,,
h,enttäuschen,to disappoint,csalódást okozni,verb,2015-03-29,5,,
s,"enttäuscht sein, bin, bist, ist, sein, seid, sein, war, gewesen + von (D)",to be disappointed in/with/by/to sb/sth,csalódni vkiben,verb,2014-10-18,5,,
h,"entwerfen, entwarf, entworfen",to draft,előállítás (tervezés+gyártás),verb,2014-05-01,5,,
h,erbauen,"to build, to construct",megépíteni,verb,2014-05-07,5,,
h,"erbitten, erbat, erbeten","to request, to petition",kérelmezni,verb,2015-02-01,5,,
s,"erbleichen, erblich, erblichen",to blanch,elsápadni,verb,2014-10-12,5,,
h,"erbringen, erbrachte, erbracht",to produce result,"teljesíteni, eredményt hozni",verb,2014-05-07,5,,
h,erdrücken,"to crush, to squeeze dead, to kill by squeezing","összetörni, összeroppantani",verb,2014-05-10,5,,
h,"erfahren, erfuhr, erfahren, erfährst, erfährt",to learn; to experience,"megtudni; megtapasztalni, tapasztalni",verb,2014-05-08,5,,
h,erfüllen,to grant; to fulfill; to accomplish,teljesíteni; véghezvinni,verb,2014-05-10,5,,
h,"erhalten, erhielt, erhalten, erhältst, erhält",to keep; to receive,megtartani; megkapni,verb,2014-05-24,5,,
h,erhöhen,to raise; to increase,felnevelni; növelni,verb,2014-05-10,5,,
h,erholen,to recover,kipihenni,verb,2014-05-07,5,,
h,erkennen,"to recognize, to realize",felismerni,verb,2014-10-08,5,,
s,erkranken,to fall sick,megbetegedni,verb,2014-05-07,5,,
h,erleben,to experience,megtapasztalni,verb,2014-05-10,5,,
h,erledigen,"to take care of, to handle; to finish, to complete",elintézni,verb,2014-05-01,5,,
h,erledigen,to get sth done,elintézni,verb,2014-05-09,5,,
s,erledigt sein,to be ready,kész lenni (átv. is),verb,2014-05-09,5,,
h,erlernen,"to learn, to master",megtanulni,verb,2014-05-07,5,,
h,ermöglichen,"to enable, to make possible",lehetővé tenni,verb,2014-05-08,5,,
h,erneut machen,to repeat,ismételni,verb,2015-04-18,5,,
h,erobern,to conquer,"bevenni (várost, területet)",verb,2015-05-01,5,,
h,"erringen, errang, errungen","to gain, to win",kiharcolni,verb,2014-10-20,5,,
s,"erschrecken, erschrak, erschrocken, erschrickst, erschrickt",to scare,megijeszteni,verb,2014-05-01,5,,
h,ersetzen,to replace,kicserélni; helyettesíteni,verb,2015-02-06,5,,
h,ersteigern,to purchase at auction,aukción vásárolni,verb,2014-10-17,5,,
h,erstellen,to issue,megalkotni; létrehozni; felállítani (prognózist),verb,2015-03-29,5,,
h,ersticken,"to suffocate, to smother","fulladozni, megfulladni",verb,2015-03-29,5,,
h,ertrinken,to drown,vízbe fulladni,verb,2015-03-29,5,,
h,erwähnen,to mention,megemlíteni,verb,2014-05-01,5,,
h,erwarten,to expect; to await,elvárni,verb,2014-05-05,5,,
h,erwischen,to catch,elkapni,verb,2014-05-01,5,,
h,erwürgen,to strangle,megfojtani,verb,2015-03-30,5,,
h,erzählen,to tell,elmesélni,verb,2014-05-05,5,,
h,"essen, aß, gegessen, isst/ißt, isst/ißt",to eat,enni,verb,2014-10-12,5,,
s,"fahren, fuhr, gefahren, fährst, fährt",to drive; to travel,utazni,verb,2014-10-12,5,,
h,"fahren, fuhr, gefahren, fährst, fährt + (A)",to drive sth,vezetni vmit; elvinni vkit vhova,verb,2014-10-12,5,,
s,"fallen, fiel, gefallen, fällst, fällt","to fall, to drop",esni; összeesni,verb,2014-10-12,5,,
h/s,"falsche lieg, lag, gelegen",to make a mistake,tévedni; hibázni,verb,2014-05-01,5,,
h,"fangen, fing, gefangen, fängst, fängt",to catch,elkapni,verb,2014-10-12,5,,
h,"fechten, fochte, gefochen, drischst, drischt",to fence,elkeríteni,verb,2014-10-12,5,,
h,fehlen,to lack; to be absent,hiányozni; hiányolni,verb,2014-06-06,5,,
h,fehlen + (D) + an (D),to lack,hiányozni,verb,2014-08-06,5,,
h,"festhalten, festhielte, festgehalten, festhältst, festhält",to retain; to detain,megragadni; megfogni; visszatartani,verb,2014-06-04,5,,
h,festlegen,"to set, to determine",kikötni,verb,2014-05-10,5,,
h,"festnehmen, festnahm, festgenommen, festnimmst, festnimmt",to arrest,letartóztatni,verb,2014-05-07,5,,
h,festsetzen,to set,"megállapítani, megállapodni",verb,2014-05-01,5,,
h,feststellen,to determine; to assess; to note,megállapítani,verb,2015-04-21,5,,
h,"finden, fand, gefunden",to find,"találni, megtalálni",verb,2014-10-12,5,,
s,"fliegen, flog, geflogen","to fly, to travel",repülővel utazni,verb,2014-10-12,5,,
h,"fliegen, flog, geflogen + (A)","to fly sth, to pilot",repülni; repülőt vezetni,verb,2014-10-12,5,,
h,"fliehen, floh, geflohen",to flee from sb; to avoid,"elkerülni vkit, kerülni vkit",verb,2014-10-12,5,,
s,"fliehen, floh, geflohen","to flee, to escape; to diverge","elszökni, megszökni; eltérni",verb,2014-10-12,5,,
s,"fließen, floss, geflossen",to flow,"folyik, ömlik",verb,2014-10-12,5,,
h,foltern,to torture,kínozni,verb,2014-05-01,5,,
h,fordern,to demand,követelni,verb,2014-05-01,5,,
h,fördern,"to support; to promote, to foster","támogatni, előmozdítani",verb,2014-05-06,5,,
h,forschen + nach (D),to research,kutatni (vmi után),verb,2015-03-22,5,,
h,forschen + über (A),to research,kutatni (vmilyen területen),verb,2015-03-22,5,,
h,fortsetzen,to continue,folytatni,verb,2015-04-18,5,,
h,Freude machen,"to gladden, to make sb glad",örömet okozni,verb,2014-08-06,5,,
h,freuen,"to be glad, to be happy",örülni,verb,2014-08-02,5,,
h,freuen + sich (A) + auf (A),to look forward,örömmel várni vmit,verb,2014-06-06,5,,
h,freuen + sich (A) + über (A),to be glad ,örülni vminek,verb,2014-08-02,5,,
h,"frieren, froh, gefrohen",to freeze,"fázni (személy); hidegnek lenni (időjárás, hőmérséklet)",verb,2014-10-12,5,,
s,"frieren, froh, gefrohen",to freeze,megfagyni (anyag),verb,2014-10-12,5,,
h,fürchten + sich (A) + vor (D),to be afraid of sth/sb,tartani vmitől,verb,2014-10-15,5,,
h,füttern,to feed,etetni,verb,2014-05-01,5,,
h,"gebären, gebar, geboren, gebierst/gebärst, gebiert/gebärt","to give birth to, to bear",szülni,verb,2014-10-12,5,,
h,"geben, gab, gegeben, gibst, gibt",to give,adni,verb,2014-10-12,5,,
s,"gedeihen, gedieh, gediehen","to thrive, to flourish, to prosper","tenyészni; növekedni, virágozni (átvitt)",verb,2014-10-12,5,,
h,"gefallen, gefiel, gefallen, gefällst, gefällt",to be liked,tetszeni,verb,2014-05-01,5,,
s,"gehen, ging, gegangen",to go,menni,verb,2014-05-01,5,,
s,"gehen, ging, gegangen + um",to say sth about sth,szólni valamiről,verb,2014-06-06,5,,
s,"gelingen, gelang, gelungen",to succeed,sikerülni,verb,2014-05-09,5,,
h,"gelten, galt, gegolten, giltst, gilt + als","to apply, to pertain",vminek számítani; számítani (érvényesnek lenni),verb,2014-09-10,5,,
h,genehmigen,"to permit, to sanction, to approve",engedélyezni,verb,2014-05-01,5,,
s,"genervt sein, bin, bist, ist, sein, seid, sein, war, gewesen",to be nervious; to be angry,idegesnek lenni; bosszúsnak lenni,verb,2014-05-29,5,,
s,"genesen, genas, genesen",to recover; to recuperate,"felépülni (egészségileg), felgyógyulni",verb,2014-10-12,5,,
h,"genießen, genoss, genossen","to enjoy; to have (some food or beverage), to eat, to drink",élvezni,verb,2014-05-29,5,,
s,"geschehen, -, -, geschieht, -, -, geschehen, geschahen, geschehen","to occur, to happen (formal)",történni (formal),verb,2014-07-24,5,,
h,"gewinnen, gewann, gewonnen",to win,nyerni,verb,2014-05-10,5,,
h,gewöhnen + sich (A),to get used to,megszokni,verb,2014-05-01,5,,
h,gewöhnen + sich (A) + an (A),to get used to sth,megszokni vmit,verb,2014-05-01,5,,
h,gewöhnen + sich (A) + an (D),to get used to sth,hozzászokni vmihez,verb,2014-10-18,5,,
h,"gießen, goss, gegossen, gießt, gießt","to water, to pour","öntözni, önteni",verb,2014-05-01,5,,
h,glänzen,"to shine, to sparkle",fényleni; kiemelkedni,verb,2014-05-01,5,,
h,glauben + (D),to believe,hinni vkinek; hinni vmiben,verb,2014-05-10,5,,
h,glauben + an (A),to believe in sb,hinni vkiben/vmiben,verb,2014-05-10,5,,
s,"gleicher Meinung sein, bin, bist, ist, sein, seid, sein, waren, gewesen","to agree in sth, to have the same opinion on sth","egyetérteni vmiben, egy véleményen lenni",verb,2014-10-11,5,,
s,"gleiten, glitt, geglitten"," to glide; to float; to slide, to slip","suhanni; csúszni, csusszanni",verb,2014-10-12,5,,
h,"glimmen, geglimmt/glomm, geglimmt/geglommen",to smoulder,parázslani,verb,2014-10-12,5,,
h,"graben, grub, gegraben, gräbst, gräbt",to dig,ásni,verb,2014-05-01,5,,
h,"greifen, griff, gegriffen",to grab; to grasp; to grip,"fogni, megfogni, megragadni",verb,2014-10-12,5,,
h,"halten, hielt, gehalten, hältst, hält","to hold; to stop, to halt, to hold back; to support, to hold up",tartani vmit; megállítani vmit; segíteni vmit,verb,2014-05-07,5,,
h,"halten, hielt, gehalten, hältst, hält + (A) + für (A)","to consider, to regard (sb to be sth)",vmit vminek tartani,verb,2014-05-11,5,,
h,"halten, hielt, gehalten, hältst, hält + sich (A) + an (D)",to adhere to sth,tartani magát vmihez,verb,2014-05-11,5,,
h,"hängen, hing, gehängt",to hang; to be suspended; to stick; to cling,tartani,verb,2015-04-18,5,,
h,"hauen, hieb/haute, gehauen/gehaut","to spank, to beat, to hit (colloquial)","elverni, elfenekelni (informális)",verb,2014-10-12,5,,
h,Hausarbeit leisten,,házimunkát végezni,verb,2015-04-21,5,,
h,"heben, hob, gehoben",to lift; to raise,emelni,verb,2014-10-12,5,,
h,"heben, hob, gehoben + sich (A)",to lift; to raise,emelkedni,verb,2014-10-12,5,,
h,heilen,to heal,gyógyítani,verb,2015-03-29,5,,
h,"heißen, hieß, geheißen","to be called, to be named; to call (sb sth); to mean; to be said",nevezve lenni; hívni (vkit vhogy); jelenteni (értelmezés); mondva lenni (azt mondják...),verb,2014-10-12,5,,
h,"helfen, half, geholfen, hilfst, hilft",to help,segíteni,verb,2014-10-12,5,,
s,"heranfahren, heranfuhr, herangefahren, heranfährst, heranfährt",to pull over,lehúzódni; ráhúzódni (autóval),verb,2014-05-29,5,,
s,"heranwachsen, heranwuchs, herangewachsen, heranwächst, heranwächt",to grow up,felnőni,verb,2014-08-20,5,,
h,"heraufbringen, heraufbrachte, heraufgebracht",to bring up sth,felvinni (hova nélkül),verb,2014-05-05,5,,
h,"herausbringen, herausbrachte, herausgebracht","to bring out, to release","kivinni, kihozni",verb,2014-05-07,5,,
h,"herausfinden, herausfand, herausgefunden",to find out,kideríteni; kitalálni,verb,2015-03-22,5,,
s,"herausgehen, herausging, herausgegangen",to come outside,kijönni (levegőre),verb,2015-02-06,5,,
h,herausholen,"to get sth out, to retrieve, to withdraw",kivenni,verb,2014-05-07,5,,
h,"herausnehmen, herausnahm, herausgenommen, herausnimmst, herausnimmt",to take out,kivenni,verb,2014-05-07,5,,
h,"herbringen, herbrachte, hergebracht",to bring here,idehozni,verb,2014-05-07,5,,
h,"hereinbringen, hereinbrachte, hereingebracht",to bring in,bevinni (fizikai),verb,2014-05-07,5,,
h,hereinstellen,to upload,feltölteni (weboldalra pl.),verb,2015-02-09,5,,
s,"herkommen, herkam, hergekommen",to come here,idejönni,verb,2014-05-07,5,,
h,"hersehen, hersah, hergesehen, hersiehst, hersieht",to look here,idenéz,verb,2014-05-07,5,,
h,herüberholen,"to fetch, to fetch sb over",áthozni (fizikálisan),verb,2014-05-07,5,,
h,"herübernehmen, herübernahm, herübernommen, herübernimmst, herübernimmt",to carry sth. over; to take over,átadni vmi fölött,verb,2014-05-07,5,,
h,"herumbringen, herumbrachte, herumgebracht",to bring sb. round,körbevinni (mindenkihez),verb,2014-05-07,5,,
h,herumhocken,to sit around; to sit idle,ücsörögni; lógni (vhol),verb,2014-08-01,5,,
s,"herumkommen, herumkam, herumgekommen",to get around,elkerülni (elvont v. fizikális),verb,2014-05-07,5,,
h,herumsitzen,to sit around; to sit idle,ücsörögni,verb,2014-08-01,5,,
h,herumspielen,"to toy with, to play about",játszadozni,verb,2014-05-05,5,,
s,herumspringen,to jump around,ugrálni,verb,2015-05-01,5,,
h,"herunterbringen, herunterbrachte, heruntergebracht",to bring down; to get sth. down (stairs),levinni,verb,2014-05-07,5,,
h/s,"herunterfahren, herunterfuhr, heruntergefahren, herunterfährst, herunterfährt","to shut down, to power off","lekapcsolni, lezárni (elektronikus eszközt)",verb,2014-10-06,5,,
h,"herunterladen, herunterlud, heruntergeladen, herunterlädst, herunterlädt",to download,letölteni,verb,2014-05-01,5,,
h,"herunternehmen, herunternahm, heruntergenommen, herunternimmst, herunterzunimmt",to take down,levenni vmit (föntről),verb,2014-05-07,5,,
s,herunterspringen,to jump off,leugrani,verb,2015-05-01,5,,
s,hervorheben,"to highlight, to emphasize",kiemelni,verb,2014-10-11,5,,
h,Hilfe leisten,,segítséget nyújtani,verb,2015-04-21,5,,
h,"hinaufbringen, hinaufbrachte, hinaufgebracht",to take upstairs,felvinni (hova nélkül),verb,2014-05-05,5,,
s,"hinausgehen, hinausging, hinausgegangen",to go outside,kimenni (levegőre),verb,2015-02-06,5,,
h,"hinbekommen, hinbekam, hinbekommen",to get sth. (about) right,sikeresen végrehajtani,verb,2014-08-20,5,,
h,"hinbringen, hinbrachte, hingebracht",to take there,odavinni,verb,2014-05-07,5,,
h,hindern + an + (D),to impede; to prevent,akadályozni vmiben,verb,2015-02-28,5,,
h,"hineinlesen, hineinlas, hineingelesen, hineinliest, hineinliest",to read sth. into sth.; to read a short part,beleolvasni (átv. is); sorok között olvasni,verb,2014-05-18,5,,
h,"hineintun, hineintue, hineintust, hineintut, hineintun, hineintut, hineintun, hineintat, hineingetan",to put in,beletenni,verb,2014-10-08,5,,
s,"hinfahren, hinfuhr, hingefahren, hinfährst, hinfährt",to travel there,elutazni oda,verb,2014-05-01,5,,
s,"hinfallen, hinfiel, hingefallen, hinfällst, hinfällt",to fall,elesni,verb,2014-05-01,5,,
s,hingehen + zu (D),to go forth; to go there,"odamenni vkihez, odamenni vhova",verb,2014-08-06,5,,
s,hinhocken,to squat down,leguggolni,verb,2014-08-06,5,,
h,hinkriegen,to be able,képesnek lenni,verb,2015-04-18,5,,
h,hinlegen + sich (A),to lie down,lefeküdni (pihenni),verb,2015-02-01,5,,
h,"hinnehmen, hinnahm, hingenommen, hinnimmst, hinnimmt",to accept,elfogadni,verb,2014-05-07,5,,
s,hinreisen,to travel somewhere,elutazni valahova (ritka),verb,2014-05-01,5,,
h,hinsehen,"to look sw; to have a look, to take a look",odanéz; megnéz,verb,2014-05-07,5,,
h,hinterlassen,to leave behind; to leave (message),hátrahagyni; hagyni (üzenetet),verb,2015-05-03,5,,
h,"hinweisen, hinwies, hingewiesen",to indicate; to suggest,"rámutatni, utalni",verb,2015-02-07,5,,
h,"hinweisen, hinwies, hingewiesen + auf (A)",to point out sth,felhívni vmire a figyelmet,verb,2015-02-07,5,,
h,"hinweisen, hinwies, hingewiesen, hinweist, hinweist","to indicate, to suggest",utalni vmire; felhívni vmire a figyelmet,verb,2014-10-13,5,,
s,"hinzukommen, hinzukam, hinzugekommen",to be added (to chat),bekapcsolódni (beszélgetésbe),verb,2014-06-04,5,,
h,"hochbringen, hochbrachte, hochgebracht",to take upstairs,felvinni,verb,2014-05-07,5,,
h/s,"hochfahren, hochfuhr, hochgefahren, hochfährst, hochfährt",to boot,betölteni,verb,2014-10-06,5,,
s,"hochgehen, hochging, hochgegangen",to go up,felmenni,verb,2014-05-01,5,,
s,hocken,to squat; to hang out swhere (colloquial),guggolni; lógni valahol (informális),verb,2014-05-18,5,,
